_c0,EffectiveDate,PricePerUnit,LeaseContractLength,PurchaseOption,OfferingClass,Location,InstanceType,CurrentGeneration,InstanceFamily,vCPU,ClockSpeed,Memory,Storage,NetworkPerformance,OperatingSystem,Tenancy,usageType,DedicatedEBSThroughput,NormalizationSizeFactor,ProcessorFeatures
1001889,01/07/19,12.6,"","","",Asia Pacific (Seoul),c5d.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Linux,Dedicated,APN2-DedicatedUsage:c5d.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1001920,31/12/17,0.175,1yr,No Upfront,convertible,US West (N. California),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Windows,Shared,USW1-BoxUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1001943,19/09/18,0.45799999999999996,3yr,No Upfront,convertible,Asia Pacific (Sydney),r5d.2xlarge,Yes,Memory optimized,8.0,"",64 GiB,1 x 300 NVMe SSD,10 Gigabit,SUSE,Dedicated,APS2-DedicatedUsage:r5d.2xlarge,"",16.0,""
1001962,28/10/18,1.56,3yr,No Upfront,standard,US West (Oregon),r5a.2xlarge,Yes,Memory optimized,8.0,2.5 GHz,64 GiB,EBS only,10 Gigabit,Windows,Dedicated,USW2-DedicatedUsage:r5a.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1001974,01/05/19,87115.0,1yr,Partial Upfront,convertible,EU (Ireland),c5.12xlarge,Yes,Compute optimized,48.0,3.0 Ghz,96 GiB,EBS only,12 Gigabit,Linux,Dedicated,EU-DedicatedUsage:c5.12xlarge,7000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Deep Learning Boost, Intel Turbo"
1001978,01/07/19,4.0,"","","",US East (N. Virginia),m5a.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,12 Gigabit,Linux,Dedicated,UnusedDed:m5a.16xlarge,7000 Mbps,128.0,"AVX, AVX2, AMD Turbo"
1001996,01/12/18,0.0,1yr,All Upfront,standard,AWS GovCloud (US-East),m5d.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,Linux,Shared,UGE1-BoxUsage:m5d.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002000,01/06/19,6.153,3yr,No Upfront,convertible,Asia Pacific (Seoul),r5d.16xlarge,Yes,Memory optimized,64.0,"",512 GiB,4 x 600 NVMe SSD,20 Gigabit,Windows,Dedicated,APN2-DedicatedUsage:r5d.16xlarge,"",128.0,""
1002001,01/02/19,0.0,1yr,All Upfront,standard,Asia Pacific (Tokyo),m5a.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,APN1-BoxUsage:m5a.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1002002,01/07/19,1.732,"","","",EU (London),m4.xlarge,Yes,General purpose,4.0,2.4  GHz,16 GiB,EBS only,High,Linux,Shared,EUW2-BoxUsage:m4.xlarge,750 Mbps,8.0,Intel AVX; Intel AVX2; Intel Turbo
1002030,30/11/16,0.0,3yr,All Upfront,convertible,AWS GovCloud (US),m3.xlarge,No,General purpose,4.0,2.5 GHz,15 GiB,2 x 40 SSD,High,RHEL,Dedicated,UGW1-DedicatedUsage:m3.xlarge,"",8.0,Intel AVX; Intel Turbo
1002038,01/07/19,7.686,"","","",US West (N. California),r4.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,488 GiB,EBS only,20 Gigabit,Windows,Dedicated,USW1-UnusedDed:r4.16xlarge,12000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002046,31/10/16,2180.0,1yr,All Upfront,standard,Asia Pacific (Singapore),r3.large,No,Memory optimized,2.0,2.5 GHz,15.25 GiB,1 x 32 SSD,Moderate,Windows,Dedicated,APS1-DedicatedUsage:r3.large,"",4.0,Intel AVX; Intel Turbo
1002048,01/02/19,30834.0,3yr,All Upfront,standard,EU (Frankfurt),m5a.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:m5a.4xlarge,2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1002073,31/05/18,20523.0,3yr,All Upfront,convertible,US East (N. Virginia),m5d.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,DedicatedUsage:m5d.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002076,31/10/17,2699.0,3yr,All Upfront,standard,US East (N. Virginia),m5.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,EBS only,Up to 10 Gigabit,RHEL,Dedicated,DedicatedUsage:m5.large,Upto 2120 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002104,04/10/18,0.0,1yr,All Upfront,standard,AWS GovCloud (US-East),i3.4xlarge,Yes,Storage optimized,16.0,2.3 GHz,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,UGE1-DedicatedUsage:i3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002109,30/09/16,0.091,1yr,Partial Upfront,standard,US West (Oregon),m4.large,Yes,General purpose,2.0,2.4 GHz,8 GiB,EBS only,Moderate,Windows,Dedicated,USW2-DedicatedUsage:m4.large,450 Mbps,4.0,Intel AVX; Intel AVX2; Intel Turbo
1002113,01/05/19,48741.0,1yr,All Upfront,convertible,AWS GovCloud (US-East),x1e.4xlarge,Yes,Memory optimized,16.0,2.3 GHz,488 GiB,1 x 480 SSD,Up to 10 Gigabit,Windows,Dedicated,UGE1-DedicatedUsage:x1e.4xlarge,1750 Mbps,32.0,"Intel AVX, Intel AVX2"
1002125,10/12/18,60.437,3yr,No Upfront,standard,Asia Pacific (Seoul),x1e.32xlarge,Yes,Memory optimized,128.0,2.3 GHz,"3,904 GiB","2 x 1,920 SSD",25 Gigabit,Linux,Shared,APN2-BoxUsage:x1e.32xlarge,14000 Mbps,256.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002141,01/04/19,0.0,3yr,All Upfront,standard,US East (Ohio),i3en.large,Yes,Storage optimized,2.0,3.1 GHz,16 GiB,1 x 1250 NVMe SSD,Up to 25 Gigabit,Linux,Dedicated,USE2-DedicatedUsage:i3en.large,Up to 3500 Mbps,4.0,""
1002152,31/03/18,0.0,3yr,All Upfront,convertible,EU (Ireland),m4.10xlarge,Yes,General purpose,40.0,2.4 GHz,160 GiB,EBS only,10 Gigabit,Linux,Shared,EU-BoxUsage:m4.10xlarge,4000 Mbps,80.0,Intel AVX; Intel AVX2; Intel Turbo
1002156,01/07/19,0.0,"","","",US East (Ohio),r5d.12xlarge,Yes,Memory optimized,48.0,"",384 GiB,2 x 900 NVMe SSD,10 Gigabit,RHEL,Host,USE2-HostBoxUsage:r5d.12xlarge,"",96.0,""
1002157,31/03/18,5.608,1yr,No Upfront,convertible,Asia Pacific (Mumbai),c5.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,72 GiB,EBS only,10 Gigabit,Linux,Dedicated,APS3-DedicatedUsage:c5.9xlarge,4500 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002175,31/10/17,9983.0,1yr,All Upfront,convertible,US East (N. Virginia),c3.8xlarge,No,Compute optimized,32.0,2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,Linux,Dedicated,DedicatedUsage:c3.8xlarge,"",64.0,Intel AVX; Intel Turbo
1002181,01/07/19,6.148,"","","",Canada (Central),m5d.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,SUSE,Dedicated,CAN1-UnusedDed:m5d.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002182,01/07/19,0.0,"","","",Canada (Central),i3.large,Yes,Storage optimized,2.0,2.3 GHz,15.25 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,CAN1-DedicatedRes:i3.large,425 Mbps,4.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002184,01/07/19,3.3569999999999998,"","","",EU (Ireland),m5d.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,2 x 900 NVMe SSD,10 Gigabit,RHEL,Dedicated,EU-DedicatedUsage:m5d.12xlarge,6000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002188,01/07/19,0.0,"","","",Asia Pacific (Seoul),c5n.large,Yes,Compute optimized,2.0,3.0 Ghz,5.25 GiB,EBS only,Up to 25 Gigabit,Windows,Shared,APN2-Reservation:c5n.large,Up to 3500 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002190,30/04/17,0.0,3yr,All Upfront,convertible,Asia Pacific (Seoul),i3.8xlarge,Yes,Storage optimized,32.0,2.3 GHz,244 GiB,4 x 1900 NVMe SSD,10 Gigabit,Linux,Shared,APN2-BoxUsage:i3.8xlarge,7000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002195,30/09/16,3237.0,1yr,All Upfront,standard,US East (Ohio),d2.xlarge,Yes,Storage optimized,4.0,2.4 GHz,30.5 GiB,3 x 2000 HDD,Moderate,SUSE,Shared,USE2-BoxUsage:d2.xlarge,"",8.0,Intel AVX; Intel AVX2; Intel Turbo
1002196,05/08/18,1.716,1yr,No Upfront,convertible,Asia Pacific (Seoul),m5d.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,APN2-DedicatedUsage:m5d.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002203,30/04/18,2.086,3yr,Partial Upfront,convertible,EU (Frankfurt),i3.metal,Yes,Storage optimized,72.0,"",512 GiB,8 x 1900 NVMe SSD,25 Gigabit,Linux,Dedicated,EUC1-DedicatedUsage:i3.metal,"",128.0,""
1002217,03/08/18,0.0075,1yr,No Upfront,convertible,US East (Ohio),t3.micro,Yes,General purpose,2.0,"",1 GiB,EBS only,Low to Moderate,Linux,Shared,USE2-BoxUsage:t3.micro,"",0.5,""
1002219,20/11/18,0.21100000000000002,3yr,No Upfront,convertible,US East (Ohio),c5n.large,Yes,Compute optimized,2.0,3.0 Ghz,5.25 GiB,EBS only,Up to 25 Gigabit,Windows,Dedicated,USE2-DedicatedUsage:c5n.large,Up to 3500 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002229,01/05/19,22193.0,3yr,All Upfront,standard,Asia Pacific (Tokyo),z1d.xlarge,Yes,Memory optimized,4.0,"",32 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Shared,APN1-BoxUsage:z1d.xlarge,"",8.0,""
1002247,31/03/18,0.304,3yr,Partial Upfront,convertible,Asia Pacific (Singapore),r3.large,No,Memory optimized,2.0,2.5 GHz,15.25 GiB,1 x 32 SSD,Moderate,Linux,Dedicated,APS1-DedicatedUsage:r3.large,"",4.0,Intel AVX; Intel Turbo
1002252,01/04/19,0.0,1yr,All Upfront,convertible,US West (Oregon),i3en.large,Yes,Storage optimized,2.0,3.1 GHz,16 GiB,1 x 1250 NVMe SSD,Up to 25 Gigabit,Linux,Shared,USW2-BoxUsage:i3en.large,Up to 3500 Mbps,4.0,""
1002253,01/06/19,0.0816,1yr,No Upfront,standard,Asia Pacific (Seoul),t3a.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,EBS only,Low to Moderate,SUSE,Shared,APN2-BoxUsage:t3a.large,Upto 2120 Mbps,4.0,"AVX, AVX2, AMD Turbo"
1002259,04/10/18,2255.0,1yr,All Upfront,standard,AWS GovCloud (US-East),r5.large,Yes,Memory optimized,2.0,3.1 GHz,16 GiB,EBS only,10 Gigabit,Windows,Dedicated,UGE1-DedicatedUsage:r5.large,"",4.0,""
1002268,01/07/19,3.41,"","","",US East (N. Virginia),i2.4xlarge,No,Storage optimized,16.0,2.5 GHz,122 GiB,4 x 800 SSD,High,Linux,Shared,UnusedBox:i2.4xlarge,"",32.0,Intel AVX; Intel Turbo
1002277,01/06/19,10.339,1yr,No Upfront,convertible,AWS GovCloud (US),r5a.12xlarge,Yes,Memory optimized,48.0,2.5 GHz,384 GiB,EBS only,10 Gigabit,Windows,Shared,UGW1-BoxUsage:r5a.12xlarge,5000 Mbps,96.0,"AVX, AVX2, AMD Turbo"
1002278,04/09/18,1.62,3yr,No Upfront,convertible,US West (N. California),r5.2xlarge,Yes,Memory optimized,8.0,"",64 GiB,EBS only,10 Gigabit,Windows,Shared,USW1-BoxUsage:r5.2xlarge,"",16.0,""
1002279,31/10/17,4.42,3yr,No Upfront,standard,US West (Oregon),x1e.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,"1,952 GiB",1 x 1920 SSD,10 Gigabit,RHEL,Shared,USW2-BoxUsage:x1e.16xlarge,7000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002288,31/03/18,4390.0,1yr,Partial Upfront,standard,Asia Pacific (Sydney),i2.xlarge,No,Storage optimized,4.0,2.5 GHz,30.5 GiB,1 x 800 SSD,Moderate,Linux,Shared,APS2-BoxUsage:i2.xlarge,"",8.0,Intel AVX; Intel Turbo
1002305,28/10/18,0.083,3yr,Partial Upfront,convertible,US East (Ohio),r5a.xlarge,Yes,Memory optimized,4.0,2.5 GHz,32 GiB,EBS only,10 Gigabit,SUSE,Dedicated,USE2-DedicatedUsage:r5a.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1002306,01/12/18,4.936,3yr,No Upfront,standard,EU (Ireland),p3.8xlarge,Yes,GPU instance,32.0,2.3 GHz,244 GiB,EBS only,10 Gigabit,SUSE,Shared,EU-BoxUsage:p3.8xlarge,7000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002315,28/02/17,0.898,1yr,Partial Upfront,standard,Asia Pacific (Tokyo),r4.8xlarge,Yes,Memory optimized,32.0,2.3 GHz,244 GiB,EBS only,10 Gigabit,RHEL,Shared,APN1-BoxUsage:r4.8xlarge,6000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002317,01/01/19,976.0,1yr,Partial Upfront,standard,Asia Pacific (Mumbai),r5.xlarge,Yes,Memory optimized,4.0,"",32 GiB,EBS only,10 Gigabit,Linux,Shared,APS3-BoxUsage:r5.xlarge,"",8.0,""
1002331,31/03/18,0.614,3yr,Partial Upfront,convertible,EU (London),m5.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,EUW2-DedicatedUsage:m5.2xlarge,Upto 2120 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002335,04/10/18,0.0,1yr,All Upfront,standard,AWS GovCloud (US-East),r5d.12xlarge,Yes,Memory optimized,48.0,"",384 GiB,2 x 900 NVMe SSD,10 Gigabit,RHEL,Shared,UGE1-BoxUsage:r5d.12xlarge,"",96.0,""
1002378,19/09/18,0.19699999999999998,1yr,Partial Upfront,standard,Asia Pacific (Sydney),r5d.xlarge,Yes,Memory optimized,4.0,"",32 GiB,1 x 150 NVMe SSD,10 Gigabit,Windows,Shared,APS2-BoxUsage:r5d.xlarge,"",8.0,""
1002394,01/06/19,22.761999999999997,3yr,No Upfront,convertible,EU (London),z1d.12xlarge,Yes,Memory optimized,48.0,"",384 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Dedicated,EUW2-DedicatedUsage:z1d.12xlarge,"",96.0,""
1002396,01/07/19,0.085,"","","",US East (Ohio),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,USE2-BoxUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002403,31/03/18,172351.0,1yr,All Upfront,standard,Canada (Central),m5.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,EBS only,10 Gigabit,Linux,Dedicated,CAN1-DedicatedUsage:m5.12xlarge,6000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002408,04/09/18,3.298,3yr,No Upfront,convertible,Canada (Central),r5.4xlarge,Yes,Memory optimized,16.0,"",128 GiB,EBS only,10 Gigabit,Windows,Dedicated,CAN1-DedicatedUsage:r5.4xlarge,"",32.0,""
1002416,31/10/17,224876.0,3yr,Partial Upfront,convertible,Asia Pacific (Tokyo),x1e.8xlarge,Yes,Memory optimized,32.0,2.3 GHz,976 GiB,1 x 960 SSD,Up to 10 Gigabit,Windows,Dedicated,APN1-DedicatedUsage:x1e.8xlarge,3500 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002426,31/10/16,0.598,1yr,No Upfront,standard,Asia Pacific (Singapore),m3.2xlarge,No,General purpose,8.0,2.5 GHz,30 GiB,2 x 80 SSD,High,Linux,Dedicated,APS1-DedicatedUsage:m3.2xlarge,"",16.0,Intel AVX; Intel Turbo
1002434,01/07/19,0.0,"","","",Asia Pacific (Sydney),i3.4xlarge,Yes,Storage optimized,16.0,2.3 GHz,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Windows,Shared,APS2-Reservation:i3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002435,01/07/19,0.0,"","","",EU (Ireland),h1.2xlarge,Yes,Storage optimized,8.0,2.3 GHz,32 GiB,1 x 2000 HDD,Up to 10 Gigabit,RHEL,Dedicated,EU-DedicatedRes:h1.2xlarge,1600 Mbps,16.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002439,30/04/17,2085.0,3yr,All Upfront,convertible,AWS GovCloud (US),r4.large,Yes,Memory optimized,2.0,2.3 GHz,15.25 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,UGW1-DedicatedUsage:r4.large,400 Mbps,4.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002450,30/04/18,0.0,3yr,All Upfront,convertible,EU (Frankfurt),i3.metal,Yes,Storage optimized,72.0,"",512 GiB,8 x 1900 NVMe SSD,25 Gigabit,Windows,Shared,EUC1-BoxUsage:i3.metal,"",128.0,""
1002457,01/05/19,4.485,1yr,Partial Upfront,convertible,EU (Ireland),x1e.4xlarge,Yes,Memory optimized,16.0,2.3 GHz,488 GiB,1 x 480 SSD,Up to 10 Gigabit,Linux,Dedicated,EU-DedicatedUsage:x1e.4xlarge,1750 Mbps,32.0,"Intel AVX, Intel AVX2"
1002458,01/03/19,0.102,1yr,Partial Upfront,standard,Asia Pacific (Sydney),z1d.large,Yes,Memory optimized,2.0,4.0 GHz,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,Shared,APS2-BoxUsage:z1d.large,"",4.0,""
1002459,01/07/19,0.0,"","","",EU (Stockholm),m5d.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,2 x 900 NVMe SSD,10 Gigabit,Linux,Dedicated,EUN1-DedicatedRes:m5d.12xlarge,6000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002482,31/10/17,16627.0,1yr,Partial Upfront,convertible,Asia Pacific (Sydney),c3.2xlarge,No,Compute optimized,8.0,2.8 GHz,15 GiB,2 x 80 SSD,High,Windows,Dedicated,APS2-DedicatedUsage:c3.2xlarge,"",16.0,Intel AVX; Intel Turbo
1002495,01/07/19,1.9709999999999999,"","","",South America (Sao Paulo),c4.4xlarge,Yes,Compute optimized,16.0,2.9 GHz,30 GiB,EBS only,High,Windows,Shared,SAE1-UnusedBox:c4.4xlarge,2000 Mbps,32.0,Intel AVX; Intel AVX2; Intel Turbo
1002503,31/12/17,0.09,3yr,No Upfront,convertible,US West (N. California),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,SUSE,Shared,USW1-BoxUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002528,31/10/16,22212.0,1yr,All Upfront,standard,US West (Oregon),r4.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,488 GiB,EBS only,20 Gigabit,SUSE,Dedicated,USW2-DedicatedUsage:r4.16xlarge,12000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002530,05/08/18,1.6219999999999999,3yr,Partial Upfront,standard,Asia Pacific (Sydney),m5d.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,APS2-DedicatedUsage:m5d.4xlarge,2120 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002536,01/07/19,4.24,"","","",EU (Frankfurt),m4.10xlarge,Yes,General purpose,40.0,2.4 GHz,160 GiB,EBS only,10 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:m4.10xlarge,4000 Mbps,80.0,Intel AVX; Intel AVX2; Intel Turbo
1002540,01/04/19,3060.0,1yr,All Upfront,standard,Asia Pacific (Osaka-Local),c5.2xlarge,Yes,Compute optimized,8.0,3.0 Ghz,16 GiB,EBS only,Up to 10 Gigabit,SUSE,Dedicated,APN3-DedicatedUsage:c5.2xlarge,Upto 2250 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002544,19/09/18,1141.0,1yr,Partial Upfront,standard,Asia Pacific (Sydney),r5d.xlarge,Yes,Memory optimized,4.0,"",32 GiB,1 x 150 NVMe SSD,10 Gigabit,SUSE,Shared,APS2-BoxUsage:r5d.xlarge,"",8.0,""
1002556,20/11/18,10600.0,3yr,Partial Upfront,convertible,US East (N. Virginia),c5n.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,96 GiB,EBS only,50 Gigabit,SUSE,Shared,BoxUsage:c5n.9xlarge,7000 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002561,01/05/19,28097.0,3yr,Partial Upfront,standard,EU (Frankfurt),c5.metal,Yes,Compute optimized,96.0,3.0 Ghz,192 GiB,EBS only,25 Gigabit,Linux,Dedicated,EUC1-DedicatedUsage:c5.metal,14000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Deep Learning Boost, Intel Turbo"
1002575,06/12/18,1675.0,1yr,Partial Upfront,convertible,Asia Pacific (Mumbai),t3.2xlarge,Yes,General purpose,8.0,"",32 GiB,EBS only,Moderate,Linux,Shared,APS3-BoxUsage:t3.2xlarge,"",16.0,""
1002577,31/10/17,11541.0,1yr,Partial Upfront,convertible,US East (N. Virginia),c3.8xlarge,No,Compute optimized,32.0,2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,Windows,Shared,BoxUsage:c3.8xlarge,"",64.0,Intel AVX; Intel Turbo
1002591,01/03/19,9469.0,3yr,Partial Upfront,standard,US East (N. Virginia),r5ad.2xlarge,Yes,Memory optimized,8.0,2.5 GHz,64 GiB,1 x 300 NVMe SSD,10 Gigabit,Windows,Shared,BoxUsage:r5ad.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1002592,30/04/17,2943.0,3yr,Partial Upfront,standard,Asia Pacific (Sydney),m4.2xlarge,Yes,General purpose,8.0,2.4 GHz,32 GiB,EBS only,High,Linux,Shared,APS2-BoxUsage:m4.2xlarge,1000 Mbps,16.0,Intel AVX; Intel AVX2; Intel Turbo
1002594,01/07/19,1.156,"","","",EU (Frankfurt),m4.4xlarge,Yes,General purpose,16.0,2.4 GHz,64 GiB,EBS only,High,SUSE,Dedicated,EUC1-UnusedDed:m4.4xlarge,2000 Mbps,32.0,Intel AVX; Intel AVX2; Intel Turbo
1002599,31/03/18,0.134,1yr,No Upfront,standard,US East (N. Virginia),c3.large,No,Compute optimized,2.0,2.8 GHz,3.75 GiB,2 x 16 SSD,Moderate,Linux,Shared,BoxUsage:c3.large,"",4.0,Intel AVX; Intel Turbo
1002609,01/07/19,0.0,"","","",AWS GovCloud (US-East),r5d.16xlarge,Yes,Memory optimized,64.0,"",512 GiB,4 x 600 NVMe SSD,20 Gigabit,Windows,Shared,UGE1-Reservation:r5d.16xlarge,"",128.0,""
1002613,30/11/17,66278.0,1yr,Partial Upfront,convertible,Asia Pacific (Mumbai),r4.8xlarge,Yes,Memory optimized,32.0,2.3 GHz,244 GiB,EBS only,10 Gigabit,Windows,Dedicated,APS3-DedicatedUsage:r4.8xlarge,6000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002621,01/06/19,6.007999999999999,1yr,No Upfront,standard,Asia Pacific (Tokyo),r5.16xlarge,Yes,Memory optimized,64.0,"",512 GiB,EBS only,20 Gigabit,Windows,Shared,APN1-BoxUsage:r5.16xlarge,"",128.0,""
1002627,07/12/18,785805.0,3yr,All Upfront,convertible,Asia Pacific (Tokyo),i3.metal,Yes,Storage optimized,72.0,"",512 GiB,8 x 1900 NVMe SSD,25 Gigabit,Windows,Dedicated,APN1-DedicatedUsage:i3.metal,"",128.0,""
1002641,05/08/18,0.265,1yr,No Upfront,standard,EU (Frankfurt),m5d.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:m5d.large,Upto 2120 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002664,01/03/19,0.606,3yr,No Upfront,convertible,Asia Pacific (Sydney),c5n.xlarge,Yes,Compute optimized,4.0,3.0 Ghz,10.5 GiB,EBS only,Up to 25 Gigabit,Linux,Shared,APS2-BoxUsage:c5n.xlarge,Up to 3500 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002665,01/01/19,0.26899999999999996,3yr,Partial Upfront,standard,Asia Pacific (Tokyo),c5d.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,Linux,Shared,APN1-BoxUsage:c5d.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002685,01/06/19,132276.0,1yr,Partial Upfront,convertible,Asia Pacific (Hong Kong),m5.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,20 Gigabit,Windows,Dedicated,APE1-DedicatedUsage:m5.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002714,05/08/18,0.0,1yr,All Upfront,convertible,Asia Pacific (Sydney),c5d.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,72 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Dedicated,APS2-DedicatedUsage:c5d.9xlarge,4500 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002722,31/10/17,3219.0,1yr,All Upfront,convertible,EU (Ireland),c4.xlarge,Yes,Compute optimized,4.0,2.9 GHz,7.5 GiB,EBS only,High,Windows,Dedicated,EU-DedicatedUsage:c4.xlarge,750 Mbps,8.0,Intel AVX; Intel AVX2; Intel Turbo
